Tweet;Etiket
“Aaa ne kadar kilo vermişsin.” Ciddi olamazsın ya tüm sırrı bozdun.;surpriz
Kar mı yağıyor ciddi olamazsın!!;surpriz
Oha ciddi olamazsın. Bunu denememiş olamazsın heralde;surpriz
Şaka yapıyorsun ciddi olamazsın sayın gevşek. ;surpriz
Aldığım karara şaşıran insan görünce şey diyorum inan ben senden daha şaşkınım ya;surpriz
Kübraya bir kızın fondotensiz halini attım oha bu bildiğin badana yapıyormuş şu an şoktayım diyor ;surpriz
Dünkü yakışıklı çocuk beni nasıl bulmuş şoktayım;surpriz
Hala şoktayım yola çıktım Bolu'ya gidene kadar gittiğime inanamayacağım;surpriz
Her spiker Hata yapabilir ancak 2 defa olmasına şaşırdım;surpriz
Hangi birinize cevap vereceğimi şaşırdım ;surpriz
Robert pattinson müslüman olmuş. Duyunca çok şaşırdım;surpriz
çaya 11 şeker atan bir insan gördüm az önce şoktayım;surpriz
İnsanların 4 yıldır sevgilisi var ya şoktayım;surpriz
Vay arkadaş ya. Gözlerime inanamadım. Şunlarla aynı ülkede yaşamaktan utanıyorum;surpriz
Çiçeğe çarpan araba benimdi... oha dedim yani höh ;surpriz
Çocuklara sürpriz yapıp küçük ama güzel hediyeler almalıyım ;surpriz
Annem seninkilere oy verdim dedi. Dondum kaldım, sen nereden takip ediyosun Altın Kelebek'i, anne! ;surpriz
Aaa türk oyuncu mu oynatacak derbide;surpriz
Yok artık inanmam efsane bir transfer olur !!;surpriz
Sürpriz yaparken sürprizle karşılaşmak ;surpriz
Sen kimsin ki kedilere hayvan diyorsun ya inanmıyorum sensin o;surpriz
Neyse durun çok güzel bi sürpriz yapmak istiyorum size;surpriz
Ben bile hayret ettim şu yaptıklarıma;surpriz
Gözlerime inanamadım. Hasan Ali ön libero;surpriz
Yusuf Erdoğan harika asist yaptı gözlerime inanamadım Yusuf’muydu diye tekrar tekrar izliyorum;surpriz
İyilik hali indirimi bile yapılmamış gözlerime inanamadım;surpriz
Benim bebelerden ilki teşekkürle geldi fizikten kalıyorum diyordu sürpriz oldu;surpriz
Tabiki :) aniden olunca bir de çok güzel bir sürpriz oldu benim için buna da şükür;surpriz
Sürprizlere bayılırım ablamın erken gelmesi çok güzel bir sürpriz oldu;surpriz
Size babamın hediyesini söylemedim di mi unutmuşum ya yalnız baya sürpriz oldu bir geldi elinde iPhone 7 Plus ;surpriz
Mükemmel hediye bunu birine yapmam lazım;surpriz
SK Hynix sürpriz yaptı, GDDR6 belleklerini piyasaya sürdü ;surpriz
Benim oğlum bugün bana sürpriz yaptı. TAKDİR BELGESİ getirmiş. 10 dk kriminal inceleme yaptım, gerçekmiş.;surpriz
Canım arkadaşım Sondül’üm bana sürpriz yaptı İyiki tanıdım seni…;surpriz
Elimi küllükle nasıl kesebildim hala şaşkınım;surpriz
Bu cesaretleriniz nereden geliyor hala şaşkınım;surpriz
Stalktan geliyorum kimler kimler ayrılmış kimler kimler başkasıyla beraber ve ben hala şaşkınım;surpriz
Bizden olmazdı zaten, olur gibi olmasına hala şaşkınım ben;surpriz
Bu saatte yoğurt canı çekmiş ve almaya gitti hala şaşkınım;surpriz
19:40’da nöbeti teslim alıp 20:00’da doğuma girmeyi nasıl başardım hala şaşkınım bu bahtsızlığa;surpriz
Bu yavşaklıkla nasıl bu kadar adamlık taklidi yapabilmiş hala şaşkınım.;surpriz
Hala şaşkınım bu kadarını beklemiyordum kendime gelemiyorum;surpriz
Almanyanın 2100 milyar borcu varmış oha ne ara;surpriz
Ve en çok dolu buzdolabına şaşırıyorum aaa para ödemeden yiyebileceğim şeyler diyorum;surpriz
Bu video gerçekse eğer ben çok hayret ettim hayvanlar aleminin bu yönüne;surpriz
Yazarken ben de hayret ettim kendime;surpriz
Bizim için en büyük sürpriz hala Aykut kocamanın yaptığı yanlışları görmeyip yanlış yapmaya devam etmesi. ;surpriz
Samuel Eto'o için sürpriz transfer iddiası;surpriz
birazdan size sürpriz bir şey atacağım akıştan ayrılmayın;surpriz
Galatasaraydan göztepe forveti için sürpriz beklerdim;surpriz
şu oğuzhanı ilk onbirde inatla oynatan hocaya inanmıyorum artık.;surpriz
1 gol 2 asist biri kendi kalesine vay reis kaldı 22;surpriz
Vay çoktan Cumartesi’den yemeye başlamışız bile helal olsun akıyor resmen;surpriz
Vay Taeyang şimdi gelin oldun gidiyorsun yani;surpriz
8 yıl önce düşmüşüm bu batağa. Vay be.;surpriz
Vay be.. demekki bizden de kötü performans gösterenler varmış.;surpriz
Demek önünden geçerken şempanze sesi çıkardın vay inanılmaz etkileyicisin;surpriz
Alaçatı muhallebicisindeyim ama alaçatıda değilim hayret ettim doğrusu;surpriz
Balerin olmanın avantajları sanırım kızın ayağı bile incinmedi hayret ettim;surpriz
Uykuyu tutamadığım gecelerde dönüp de yazdıklarıma baktığımda bazen hayret ettim.;surpriz
Nasıl anlamazsınız hayret ettim!;surpriz
Sinema konusunda baya geride kalmışım hayret ettim;surpriz
Quaresma falan penaltı attı bu takımda Talisca atmadı ona ben de hayret ettim.;surpriz
3 gün önceki bir gönderiyi görünce hayret ettim;surpriz
Fakat üst sınıflarından görmeye alışık olduğumuz dev ekranı A serisinde görmek sürpriz oldu.;surpriz
Beşiktaş ezeli rakibinden önemli bir puan aldı. Sürpriz oldu bu.;surpriz
Bursa'yı rahat yenerler diyordum, bu kayıp sürpriz oldu;surpriz
Dizinin arka planında uzun eşek oynayan Koreliler görmek de enteresan bir sürpriz oldu. ;surpriz
Vallahi bende bu kadar sabrlı birisi olduğumu bilmiyordum bana da sürpriz oldu. Bugün anladım.;surpriz
%32'nin dilekleri gerçek olur umarım bugün. Ben daha az bekliyordum açıkçası sürpriz oldu ;surpriz
Benden de inatçı biri varmış çok şaşırdım ben son dereceyim sanıyordum;surpriz
Sana da nasıl tepki vereceğimi şaşırdım amk;surpriz
Türkiye'de böyle şeyler. Vallahi çok şaşırdım ;surpriz
Of bu kadar çabuk geçti kendime şaşırdım şu an;surpriz
Biri 365 days with IU threadi yapıyor Aleyna sanmıştım değilmiş çok şaşırdım;surpriz
Geçen hafta ilk defa gördüm çok şaşırdım. Resim çekenler de hep Türk;surpriz
Seni ilk kez doğru konuşurken görüyorum çok şaşırdım;surpriz
Ben az önce ne izledim hala şoktayım.;surpriz
Babam yabancı dizi izlemeye başladı şoktayım;surpriz
Aaa şoktayım, BEIN SPORTS 3 te, Fb ligin en diri takımı dediler, ne oldu bunlara.;surpriz
Uzun dönem askerliğin 18 aya çıktığını öğrendiğimden beri şoktayım;surpriz
Annem bana çay getirdi şu an şoktayım içsem mi içmesem mi bilemedim;surpriz
oha bir dakika şimdi fark ettim dünya benim etrafımda dönüyormuş;surpriz
Oha demekten başka tepki veremiyorum bir de bitince hasiktir dedim galiba;surpriz
Ciddi olamazsın saçlar gitti yani;surpriz
Ciddi olamazsın resmen Karabük'te yemek buldum ;surpriz
Vagner yapma ya ciddi olamazsın ya tekte oynasan ne olurdu;surpriz
Ciddi olamazsın ben bunu nasıl fark edemedim bütün sihri bozdun;surpriz
Evdekiler ilkokul fotoğraflarımı çıkarmış Nilay çok değişmişsin diyolar oha ciddi olamazsın niye ki allah allah çok garip;surpriz
Orta sahada Hasan Ali oynuyor ciddi olamazsın Aykut hoca;surpriz
Oha gerçekten dünyayı gezmeden önce kendi ülkemi mi gezeyim? Ciddi olamazsın ya bu orijinal fikrin hemen patentini al.;surpriz
Hadi canım gerçekten mi hayatta inanmam.;surpriz
Fiilimsiler yapım eki kabul ediliyormuş baya şaşkınlık verici bir bilgi;surpriz
Hala yüzünüz kızarmadan gülebiliyorsunuz ya şaşkınlık verici.;surpriz
Fernandao nasıl oyunda kaldı bugün gerçekten şaşkınlık verici maç içinde 2 kırmızısı var;surpriz
"Daha şaşkınlık verici olanı; Sen bu duruma nasıl şaşırıyorsun Babako";surpriz
Gerçekten şaşkınlık verici bir şey bizim burada popomuz donarken nasıl olabilir böyle bir şey ya! ;surpriz
Yok artık inanmam yalanlarına geldi sayende aklım başıma;surpriz
Kusursuz yazdı mı cidden yani yok artık inanmam;surpriz
Yok artık inanmam. büyük konuşmayayım benim çocuğuma vursa onu yakalar parmaklarını satırla keserdim.;surpriz
Yok artık inanmam ben seni benden küçük sanıyordum vallahi şaşırdım;surpriz
Deniz Baykal yaşıyor mu? Yok artık inanmam;surpriz
Yok artık inanmam ama olmaz olmaz deme;surpriz
Yok artık inanmam kanıt var mı? Bu nasıl bir lanet;surpriz
Birşeyleri düzeltmek isteyip de hiç uğraşmayanlara da şaşkınım.;surpriz
Zorlu hayat şartları altında nasıl hala doğal seleksiyona uğramadım şaşkınım;surpriz
Yanımdaki kadın yerini düzeltme bahanesiyle telefonumu dikizledi şaşkınım;surpriz
Ben esas hacamatçıların bir meslek örgütü olmasına şaşkınım;surpriz
Yalnız Pektemek kısa sürede iyi oynadı, şaşkınım;surpriz
Muavin bir şey içip içmediğimi sormak için beni uykumdan uyandırdı hala şaşkınım;surpriz
Vay bursa deplasmanı ve 7 numara satış koymuyor çok şaşkınım;surpriz
Yüzünü göstermesine aşırı şaşkınım sehundan beklenmeyen hareketler;surpriz
Hayatımda ilk kez balık gördüm şaşkınım;surpriz
Otobüs o kadar boş ki herkes keyfine göre yer falan değiştiriyor şaşkınım;surpriz
Kuzenim taylor kısa saçlı olmak için doğmuş bence dedi dondum kaldım;surpriz
Okuduğum kitapta adı geçti sayfayı değiştiremedim dondum kaldım 1 saat;surpriz
Ben olduğum yere çivilendim resmen dondum kaldım çok başarılı ;surpriz
Söyleyecek tek bir kelime tek bir çümle bulamadım dondum kaldım;surpriz
Kız merve dondum kaldım ne yazayım sana bilemedim ama çok tehlikelisin çok;surpriz
Kitlendim yazacak hakaret bulamıyorum dondum kaldım ;surpriz
İstanbul > Konya uçağında yanımdaki teyze nereye gidiyorsun diye sordu dondum kaldım;surpriz
Dondum kaldım resmen ne pozisyon kaçırdılar be;surpriz
Hava o kadar soğuk ki şaşkınlıktan dondum kaldım yani;surpriz
Sürpriz hediyeli kitaplarımız geldi, Teşekkürler;surpriz
Mesela bana sürpriz yapıp lahmacun hediye alabilirsin;surpriz
Aaa neyin var diye sorup da sonrasında, aman boşver diyen insanda bir garip ;surpriz
Aaa Serkan da benim gibi resim konusunda yeteneksizmiş ;surpriz
Annemi yanımda görenler aaa annen mi ne kadar genç diyorlar benim sultanım yaşlanmıyor;surpriz
Aaa imkansız bir şey mi o, dur ben denerim ;surpriz
Aaa şu şey değilmi ya , sevmiyorum diyipte pişman olan ??;surpriz
Aaa sevgilim gelmiş. Konuş sevgilim ;surpriz
Hadi 61. dakika şovu yapalım beyler aaa bir dakika o maç skoru mu ;surpriz
Aaa şaka mı ? Bunlar harbi hamsi olmuş ;surpriz
Aaa bu dideme ne çok benziyor ya gerçekten ooo bu kadar benzerlik olamaz ?? ;surpriz
O tamponu boyayan ustayı arayıp sorduğumda aaa sen farkettin mi diyor. nasıl farketmeyim tampon pembe araba bordo ?? ;surpriz
Hangi manzaraya aşık olsam şaşırdım şu an ???? ;surpriz
Sabah uyandım biraz şaşırdım burası neresi ben burayı tanımadım ;surpriz
14 Şubattan tek beklentim 3000 kişilik GUY ilanının gelmesidir. Çok güzel bir sürpriz olur;surpriz
Oha salıya benimle ilgili twit atmamış şu an çok şaşırdım ;surpriz
Neyi kutlayacağımı şaşırdım.;surpriz
Mezun olduğum üniversitede ders anlatma teklifi geldi heyecandan ne yapacağımı şaşırdım ;surpriz
Ya insan insanı bu kadar hızlı nasıl satar şaşırdım :) ;surpriz
Oha para beni bozdu napacağımı şaşırdım tansiyonum düştü ;surpriz
Başkasından dinlesem 'yok artık daha neler' diyeceğim senaryoların başrolünde oynarken buldum kendimi  ;surpriz
Oha Akhisar Trabzon'a tersten plaka yazdırmış :d;surpriz
Kadın var 'oha sen gerçek misin' dedirtiyor, kadın var 'panpa naber' diyesin geliyor!! ;surpriz
Aaa çok şaşırtıcı yine mi kazanmışız aaa yine mi dünya gündeminde 1 numarayız aaa ;surpriz
Belgesellerde Duyamazsınız: Vahşi Doğadaki Hayvanlar ile İlgili 7 Şaşırtıcı Gerçek ;surpriz
Allah'ım ne güzel bir sürpriz bu saatte gelen bu böyle ;surpriz
Oha iki saat aralıksız telefonda mı konuştunuz inanılmaz havalısınız ya.Bir de ssni hikayene mi attın vay efsanesiniz ;surpriz
Güzel bir sürpriz için uygun bir gün..;surpriz
Burcu ile badegül diye dalga geçiyorduk erkek cıktı, adı da ardaymış ben şok cidden hiç anlamadım ;surpriz
Bakın az önce bir miras davasından haberim oldu ve açıkçası şok oldum.. ;surpriz
Ay ben şok son 10 saatir şeyma storysin'de birşeyler paylaşmadı vallahi acayip merak içerisin'deyim hemen arayıp soruyorum ;surpriz
Nişanlım dedi ve biz şok ;surpriz
Otobüste bir delikanlı yer verdi yemin ederim ben şok hala umut varsa demek;surpriz
Beşiktaş'ın 9 gol attığı bir maçta Tolga Zengin 1 gol bile yememiş. Şaka gibi;surpriz
Şaka falan değil di mi hala inanamıyorum da ben ;surpriz
Hasan Ali'nin gol atmasına hala inanamiyorum ?? ;surpriz
Kızlar nasıl kız arkadaş yapıyosunuz ya gerçekten inanamıyorum nasıl yapıyosunuz 2 günden fazla tahammül edebildiğim tek dişi annem ;surpriz
Hala inanamıyorum yeni sezona az kaldı az çok az ;surpriz
Annecim inanamıyorum sana nasıl bu kadar sorumsuz bir çocuk yetiştirebildin ;surpriz
Allah'ım 1 tlye oje aldım hala inanamıyorum ?? ;surpriz
Abi şaka mısın ya şunu kaçırdım inanamıyorum. ;surpriz
Telefonu suratıma düşürdüğüme şu an inanamıyorum ?? ;surpriz
Annem ilk defa benim gösterdiğim bir çocuğu beğendi hala inanamıyorum tarihe not düşücem ;surpriz
Bunu 11 dakikada yaptığıma inanamıyorum ?? ;surpriz
Ben bunu yayınlarım Bir an gözlerime inanamadım ama gerçekmiş ?? ;surpriz
vallahi bende gözlerime inanamadım ?? ;surpriz
"Çeviri bir kitap üzerinde çalışıyorum, bir ifade ""uyuz olduğu"" diye çevrilmiş. Gözlerime inanamadım :) ";surpriz
Allah yapandan razı olsun, gözlerime inanamadım ;surpriz
Dünya küçük dün twittan bir takipçimi gördüm gözlerime inanamadım ?? ;surpriz
Dünkü derste önümde oturan tıpçılardan biri Erich Fromm, diğeri de Platon okuyordu, bir an gözlerime inanamadım. ;surpriz
Gözlerime inanamadım yanlış mı gördüm diye açıp açıp iyice baktım yok böyle birşey ???? ;surpriz
Halen şoktayım deli bu çocuk gözlerime inanamadım karşımda görünce rüyamıydı Allah'ım yakışıklı manyak ?? hap mı içtin neydi bakan gözlerin ?? ;surpriz
Hayatımda ilk defa 50 kiloyu gördüm, şoktayım ;surpriz
Hasan Ali kaldırım gol atmış kendi kalesine atmıştır dedim baktım rakip kaleye atmış halen şoktayım ;surpriz
Ben mezun olamadan 99 lular üniversiteye başladı hala şoktayım ;surpriz
"Yolcu yanına çağırdı ""uçak gitmiyor aynı yerdeyiz yaıim saattir"" dedi birisine uçağın havada duramayacağını anlatacağım aklıma gelmezdi şoktayım ?? ";surpriz
Ya ya ben bile şoktayım senden bir sürpriz beklerdim;surpriz
İş görüşmesine gittim Paris mi Amerika mı diye sordular şoktayım cevap veremedim ?? ;surpriz
Bugün burdaki bazı tweetlere ağzım açık kaldı beklemediğim insanlardan beklenmeyen tavırlar şok oldum hayat hergün birşey öğretiyor;surpriz
Hayret ettim kalbime bazen, mutluluktan;surpriz
Hesap yaptım derbi maç sonucunu buldum... bende hayret ettim.;surpriz
Hayret ettim senin gibi şerefsizi tanıyınca.;surpriz
Yabancı gazete ve televizyonların manşet haberlerine bakınca biz bu ülkede nasıl yaşıyoruz , hayret ettim gerçekten ... . !;surpriz
Hayret ettim kalbime bu kadar şeyi nasıl sineye çekti acaba;surpriz
Ben altına benim resmimi koyarsın zannetmiştim hayret ettim :D;surpriz
Bu kadar erken kalktığıma ben de hayret ettim.;surpriz
Bu gece nedense enerjim yerinde neşem yerinde.Ben bile hayret ettim.;surpriz
O değilde geçen akşam kınada peşimde dört dönen çocuk instagramdan beni bulup takip etmiş. Azme bakın hayret ettim ??;surpriz
Hayret ettik , bunca basitliği içinize nasıl sığdırdınız , bununla kalmayıp dillendirdiniz, yetmedi beğendiniz.;surpriz
İnsan gerçekten hayret ediyor. Evet, halen hayret edebiliyoruz. Bakın yine hayret ettik. Hayret. ;surpriz
Ne güzel inandırdınız kendinizi kendi yalanınıza hayret ettik;surpriz
Hava bulutlu burda hayret ettik nasıl olur da bulutlu olur ??;surpriz
Hayret ettik takım neden pres yapmadı sizce ben anlam veremedim;surpriz
Anneme küçük sürpriz yaptım ona lahmacun aldım;surpriz
"Anneme sürpriz yaptım Trabzondan kalktım geldim tepkisi '' Niye Geldin "" oldu anne sen bir tanesin";surpriz
Günübirlik Kırşehir’e gidip arkadaşlarıma sürpriz yaptım. Tabi herkes şok! Çok güzel bir rüyaydı;surpriz
İstanbuldaki kuzenime hani sürpriz yapıp gelecektin diyorum gelmeyerek sürpriz yaptım diyo bu reva mı ?;surpriz
Bugün kendime bir sürpriz yaptım;surpriz
Yemin ederim bağlaç olan de'yi ayrı yazamayan herkes mutlu ya hayır insan nasıl olur da bunu bilmem der, kaç kez anlattık burda ??;surpriz
Hayat zorlu bir mücadele ama hiçbirimiz böyle bir mücadele için hazır değildik , sürpriz oldu... .!!;surpriz
Ben kendimle savaşırken senin kazanman bana da biraz sürpriz oldu.;surpriz
Gerçekten hiç beklemiyordum, beklemiyorduk şahane bir sürpriz oldu verilen değerin değerini bilip değer vermek güzel bir meziyet;surpriz
Sen o dönemi nasıl atlattın diyo, vallahi bana da sürpriz oldu kendimden beklemiyordum hiç;surpriz
Sarhoşken kendime dövme randevusu almışım, bana da sürpriz oldu.;surpriz
Yok bunu kimse beklemiyordu herkese sürpriz oldu ??;surpriz
Milli takıma çağırılmak bana sürpriz oldu. Artık herkesin beni unuttuğunu sanıyordum. ;surpriz
Babam ve halamlar geliyormuş sürpriz yapacaklarmış gerçekten sürpriz oldu ??;surpriz
O değil de o cümleyi bağlaması benim için sürpriz oldu nedense :\ ;surpriz
Cümledeki bütün heceler için bir tane yemen daha büyük sürpriz oldu gibi... ;surpriz
Sabah masamdaki sürprizin tatlılığı ??;surpriz
Fatih Tekke'ye muazzam sürpriz oldu ;surpriz
Griye boyanmış sabahta bu ne güzel sürpriz... ;surpriz
Canım benim :) ne güzel sürpriz oldu böyle :);surpriz
PDR'nin eğitimdeki işlevine siz inanmazsanız kim inanacak. Şaşkınlık verici ;surpriz
Şaşkınlık verici ama gerçek ??;surpriz
Şaşkınlık verici olan da avukatının kaçma şüphesi olmadığından tutuksuz yargılama istemesi !!!;surpriz
Şaşkınlık verici... Şampiyonlar liginde rakiplerine kök söktüren takımın bu kadar kötü oynamasını şaşkınlıkla izliyorum..;surpriz
Bunlara inanan var hala. Şaşkınlık verici.;surpriz
Kandırılan biri bunca cahili nasıl peşinden getiriyor şaşkınlık verici yetenekli kabul;surpriz
Sinan tarihinin en kötü 2 periyodunu oynadi, şaşkınlık verici ya;surpriz
Yanlışlıkla defterini almışım ya içini açınca şoka uğradım birde mail attım içi boş kitap gönderiyorsunuz diye;surpriz
Şoka uğradım resmen ya sizin de böyle dostlarınız olsun inşallah ??;surpriz
Şok oldum gerçekten büyük bir şoka uğradım. Vallahi billahi inanasım gelmiyor. Bu kadar olur yani. ;surpriz
